decision_date,gross_return,net_return,turnover,equity_gross,equity_net
2006-01-31,-0.015056083333333343,-0.015056083333333343,0.0,0.9849439166666667,0.9849439166666667
2006-02-28,-0.0015341249999999986,-0.0015341249999999986,0.0,0.9834328895805104,0.9834328895805104
2006-03-31,0.014865458333333309,0.014865458333333309,0.0,0.9980520702241992,0.9980520702241992
2006-04-28,-0.007247937499999963,-0.007247937499999963,0.0,0.9908182511974686,0.9908182511974686
2006-05-31,-0.0038343750000000105,-0.0038343750000000105,0.0,0.9870190824655333,0.9870190824655333
2006-06-30,0.01625358333333334,0.01625358333333334,0.0,1.003061679373977,1.003061679373977
2006-07-31,0.0063523750000000325,0.0063523750000000325,0.0,1.0094335033094903,1.0094335033094903
2006-08-31,-0.0038794583333333563,-0.0038794583333333563,0.0,1.0055174480931304,1.0055174480931304
2006-09-29,0.022213208333333352,0.022213208333333352,0.0,1.0278532166504246,1.0278532166504246
2006-10-31,0.02431718749999996,0.02431718749999996,0.0,1.052847716042191,1.052847716042191
2006-11-30,-0.015804354166666663,-0.015804354166666663,0.0,1.036208137854294,1.036208137854294
2006-12-29,0.0016591250000000076,0.0016591250000000076,0.0,1.0379273366810116,1.0379273366810116
2007-01-31,0.01325429166666667,0.01325429166666667,0.0,1.0516843283301882,1.0516843283301882
2007-02-28,0.001743937500000006,0.001743937500000006,0.0,1.0535184000685254,1.0535184000685254
2007-03-30,0.015907687499999972,0.015907687499999972,0.0,1.0702774415523153,1.0702774415523153
2007-04-30,0.0002323333333333487,0.0002323333333333487,0.0,1.0705261026779027,1.0705261026779027
2007-05-31,-0.011975312499999998,-0.011975312499999998,0.0,1.0577062180589278,1.0577062180589278
2007-06-29,0.0037799999999999796,0.0037799999999999796,0.0,1.0617043475631904,1.0617043475631904
2007-07-31,0.0007165000000000027,0.0007165000000000027,0.0,1.0624650587282194,1.0624650587282194
2007-08-31,0.029753458333333337,0.029753458333333337,0.0,1.094077068583712,1.094077068583712
2007-09-28,0.017511395833333318,0.017511395833333318,0.0,1.1132358852038544,1.1132358852038544
2007-10-31,-0.005795458333333331,-0.005795458333333331,0.0,1.106784173015984,1.106784173015984
2007-11-30,0.008142520833333318,0.008142520833333318,0.0,1.11579618620277,1.11579618620277
2007-12-31,0.007124541666666666,0.007124541666666666,0.0,1.1237457226228795,1.1237457226228795
2008-01-31,0.024314937500000015,0.024314937500000015,0.0,1.1510695296343472,1.1510695296343472
2008-02-29,-0.017977166666666676,-0.017977166666666676,0.0,1.1303765608551888,1.1303765608551888
2008-03-31,0.016719958333333337,0.016719958333333337,0.0,1.149276409853664,1.149276409853664
2008-04-30,0.0004973958333333336,0.0004973958333333336,0.0,1.1498480551512738,1.1498480551512738
2008-05-30,0.001972354166666675,0.001972354166666675,0.0,1.152115962753885,1.152115962753885
2008-06-30,-0.033003374999999995,-0.033003374999999995,0.0,1.1140922475916326,1.1140922475916326
2008-07-31,-0.01001237500000001,-0.01001237500000001,0.0,1.1029375382241524,1.1029375382241524
2008-08-29,-0.07069491666666665,-0.07069491666666665,0.0,1.0249654608708576,1.0249654608708576
2008-09-30,-0.11375770833333333,-0.11375770833333333,0.0,0.90836773892137,0.90836773892137
2008-10-31,-0.003214208333333343,-0.003214208333333343,0.0,0.9054480557651978,0.9054480557651978
2008-11-28,0.023377208333333357,0.023377208333333357,0.0,0.9266149035998326,0.9266149035998326
2008-12-31,-0.04664685416666667,-0.04664685416666667,0.0,0.8833912333229512,0.8833912333229512
2009-01-30,-0.04661877083333334,-0.04661877083333334,0.0,0.8422086198604929,0.8422086198604929
2009-02-27,0.03734397916666667,0.03734397916666667,0.0,0.8736600410145503,0.8736600410145503
2009-03-31,0.024815770833333334,0.024815770833333334,0.0,0.8953405883786081,0.8953405883786081
2009-04-30,0.048905354166666644,0.048905354166666644,0.0,0.9391275369530556,0.9391275369530556
2009-05-29,0.001244958333333341,0.001244958333333341,0.0,0.9402967116062482,0.9402967116062482
2009-06-30,0.0392242083333333,0.0392242083333333,0.0,0.9771791057174399,0.9771791057174399
2009-07-31,0.013949541666666673,0.013949541666666673,0.0,0.9908103063684414,0.9908103063684414
2009-08-31,0.01994806249999997,0.01994806249999997,0.0,1.010575052285523,1.010575052285523
2009-09-30,0.004023729166666671,0.004023729166666671,0.0,1.01464133259851,1.01464133259851
2009-10-30,0.031341499999999994,0.031341499999999994,0.0,1.046441713924146,1.046441713924146
2009-11-30,-0.005478541666666668,-0.005478541666666668,0.0,1.0407087393926746,1.0407087393926746
2009-12-31,-0.017219166666666674,-0.017219166666666674,0.0,1.0227886021576156,1.0227886021576156
2010-01-29,0.01745387500000001,0.01745387500000001,0.0,1.0406402265710992,1.0406402265710992
2010-02-26,0.008516437499999993,0.008516437499999993,0.0,1.0495027740206777,1.0495027740206777
2010-03-31,0.017540395833333326,0.017540395833333326,0.0,1.0679114681051818,1.0679114681051818
2010-04-30,-0.030621916666666624,-0.030621916666666624,0.0,1.0352099721214874,1.0352099721214874
2010-05-31,0.0008172083333333694,0.0008172083333333694,0.0,1.0360559543374548,1.0360559543374548
2010-06-30,0.04016202083333333,0.04016202083333333,0.0,1.0776660551600548,1.0776660551600548
2010-07-30,-0.0034066250000000277,-0.0034066250000000277,0.0,1.0739948510348951,1.0739948510348951
2010-08-31,0.04140060416666664,0.04140060416666664,0.0,1.1184588867396288,1.1184588867396288
2010-09-30,0.020574749999999975,0.020574749999999975,0.0,1.141470898719575,1.141470898719575
2010-10-29,-0.007169854166666676,-0.007169854166666676,0.0,1.1332867188402616,1.1332867188402616
2010-11-30,0.03073954166666668,0.03073954166666668,0.0,1.1681234331543318,1.1681234331543318
2010-12-31,0.007676020833333335,0.007676020833333335,0.0,1.1770899729631292,1.1770899729631292
2011-01-31,0.012738166666666644,0.012738166666666644,0.0,1.1920839412203956,1.1920839412203956
2011-02-28,0.004360624999999998,0.004360624999999998,0.0,1.1972821722565796,1.1972821722565796
2011-03-31,0.024702729166666652,0.024702729166666652,0.0,1.2268583094939123,1.2268583094939123
2011-04-29,-0.006950854166666639,-0.006950854166666639,0.0,1.218330596301457,1.218330596301457
2011-05-31,-0.020866979166666643,-0.020866979166666643,0.0,1.192907717130322,1.192907717130322
2011-06-30,0.016714458333333317,0.016714458333333317,0.0,1.2128465234638086,1.2128465234638086
2011-07-29,0.0012118958333333654,0.0012118958333333654,0.0,1.2143163671120674,1.2143163671120674
2011-08-31,-0.04713229166666667,-0.04713229166666667,0.0,1.1570828539217344,1.1570828539217344
2011-09-30,0.04413466666666664,0.04413466666666664,0.0,1.2081503199852854,1.2081503199852854
2011-10-31,-0.010321854166666661,-0.010321854166666661,0.0,1.1956799685709856,1.1956799685709856
2011-11-30,0.0026093333333333324,0.0026093333333333324,0.0,1.1987998961689768,1.1987998961689768
2011-12-30,0.024673749999999977,0.024673749999999977,0.0,1.2283787851070762,1.2283787851070762
2012-01-31,0.015669395833333336,0.015669395833333336,0.0,1.2476267385241882,1.2476267385241882
2012-02-29,-0.009613354166666664,-0.009613354166666664,0.0,1.235632860818952,1.235632860818952
2012-03-30,0.007280541666666638,0.007280541666666638,0.0,1.2446289373468469,1.2446289373468469
2012-04-30,-0.028686187499999953,-0.028686187499999953,0.0,1.2089252782821895,1.2089252782821895
2012-05-31,0.02296266666666659,0.02296266666666659,0.0,1.2366854264722906,1.2366854264722906
2012-06-29,0.030602937500000003,0.030602937500000003,0.0,1.274531633285783,1.274531633285783
2012-07-31,0.0073179374999999755,0.0073179374999999755,0.0,1.283858576119941,1.283858576119941
2012-08-31,0.010557708333333311,0.010557708333333311,0.0,1.297413180507864,1.297413180507864
2012-09-28,-0.012291687499999976,-0.012291687499999976,0.0,1.2814657831346803,1.2814657831346803
2012-10-31,0.0023424791666666646,0.0023424791666666646,0.0,1.2844675900344695,1.2844675900344695
2012-11-30,-0.00758541666666669,-0.00758541666666669,0.0,1.2747243681692288,1.2747243681692288
2012-12-31,0.011883749999999995,0.011883749999999995,0.0,1.2898728738794598,1.2898728738794598
2013-01-31,-0.0027976041666666587,-0.0027976041666666587,0.0,1.2862643201530244,1.2862643201530244
2013-02-28,0.011679499999999997,0.011679499999999997,0.0,1.3012872442802517,1.3012872442802517
2013-03-29,0.00625275,0.00625275,0.0,1.309423868096925,1.309423868096925
2013-04-30,-0.015618604166666647,-0.015618604166666647,0.0,1.2889724950147337,1.2889724950147337
2013-05-31,-0.029598749999999997,-0.029598749999999997,0.0,1.2508205203779164,1.2508205203779164
2013-06-28,0.016440729166666668,0.016440729166666668,0.0,1.2713849217895588,1.2713849217895588
2013-07-31,-0.0049556666666666395,-0.0049556666666666395,0.0,1.2650843619121437,1.2650843619121437
2013-08-30,0.007035354166666669,0.007035354166666669,0.0,1.273984678448907,1.273984678448907
2013-09-30,0.012877500000000024,0.012877500000000024,0.0,1.290390416145633,1.290390416145633
2013-10-31,0.0009742499999999708,0.0009742499999999708,0.0,1.2916475790085629,1.2916475790085629
2013-11-29,0.003126895833333335,0.003126895833333335,0.0,1.2956864264414998,1.2956864264414998
2013-12-31,0.005153874999999972,0.005153874999999972,0.0,1.302364232322576,1.302364232322576
2014-01-31,0.02942508333333333,0.02942508333333333,0.0,1.3406864083890204,1.3406864083890204
2014-02-28,0.001972833333333341,0.001972833333333341,0.0,1.343331359225037,1.343331359225037
2014-03-31,0.012730874999999975,0.012730874999999975,0.0,1.360433142842911,1.360433142842911
2014-04-30,0.0056469791666666595,0.0056469791666666595,0.0,1.3681154804581879,1.3681154804581879
2014-05-30,0.005816687499999999,0.005816687499999999,0.0,1.3760733806719256,1.3760733806719256
2014-06-30,-0.0164450833333333,-0.0164450833333333,0.0,1.3534437392539942,1.3534437392539942
2014-07-31,0.015501749999999998,0.015501749999999998,0.0,1.374424485738975,1.374424485738975
2014-08-29,-0.025651479166666668,-0.025651479166666668,0.0,1.339168464676885,1.339168464676885
2014-09-30,0.010117374999999996,0.010117374999999996,0.0,1.3527173342221956,1.3527173342221956
2014-10-31,0.0017526458333333315,0.0017526458333333315,0.0,1.3550881686216978,1.3550881686216978
2014-11-28,-0.019674666666666656,-0.019674666666666656,0.0,1.3284272606001222,1.3284272606001222
2014-12-31,0.0031942083333333293,0.0031942083333333293,0.0,1.3326705340261584,1.3326705340261584
2015-01-30,0.010492687500000004,0.010492687500000004,0.0,1.346653829480153,1.346653829480153
2015-02-27,-0.014495166666666668,-0.014495166666666668,0.0,1.3271338577795335,1.3271338577795335
2015-03-31,0.012797145833333365,0.012797145833333365,0.0,1.3441173832978925,1.3441173832978925
2015-04-30,-0.007231354166666645,-0.007231354166666645,0.0,1.3343975944576922,1.3343975944576922
2015-05-29,-0.01001566666666669,-0.01001566666666669,0.0,1.3210327129508022,1.3210327129508022
2015-06-30,-0.015785770833333337,-0.015785770833333337,0.0,1.3001791932808242,1.3001791932808242
2015-07-31,-0.019789062500000003,-0.019789062500000003,0.0,1.2744498659637904,1.2744498659637904
2015-08-31,-0.0089685625,-0.0089685625,0.0,1.2630198826877774,1.2630198826877774
2015-09-30,0.01886945833333333,0.01886945833333333,0.0,1.286852383738326,1.286852383738326
2015-10-30,-0.019496604166666657,-0.019496604166666657,0.0,1.2617631321916483,1.2617631321916483
2015-11-30,-0.014980916666666674,-0.014980916666666674,0.0,1.242860763855213,1.242860763855213
2015-12-31,-0.008171333333333357,-0.008171333333333357,0.0,1.2327049342668308,1.2327049342668308
2016-01-29,0.0012224375000000308,0.0012224375000000308,0.0,1.2342118390049137,1.2342118390049137
2016-02-29,0.03254714583333333,0.03254714583333333,0.0,1.2743819117182331,1.2743819117182331
2016-03-31,0.024323479166666665,0.024323479166666665,0.0,1.3053793135982883,1.3053793135982883
2016-04-29,0.003208812499999992,0.003208812499999992,0.0,1.309568031057004,1.309568031057004
2016-05-31,0.02449166666666667,0.02449166666666667,0.0,1.341641534750975,1.341641534750975
2016-06-30,0.00037318749999999895,0.00037318749999999895,0.0,1.3421422186012246,1.3421422186012246
2016-07-29,-0.0066676458333333345,-0.0066676458333333345,0.0,1.3331932896296275,1.3331932896296275
2016-08-31,0.006858166666666671,0.006858166666666671,0.0,1.342336551408789,1.342336551408789
2016-09-30,-0.012745208333333334,-0.012745208333333334,0.0,1.3252281924076357,1.3252281924076357
2016-10-31,-0.0063316875,-0.0063316875,0.0,1.3168372616271207,1.3168372616271207
2016-11-30,0.009771770833333328,0.009771770833333328,0.0,1.3297050935725352,1.3297050935725352
2016-12-30,0.005794479166666671,0.005794479166666671,0.0,1.3374100420350519,1.3374100420350519
2017-01-31,0.0144475625,0.0144475625,0.0,1.356732357205481,1.356732357205481
2017-02-28,-0.006928229166666641,-0.006928229166666641,0.0,1.3473326045169296,1.3473326045169296
2017-03-31,0.0038063750000000003,0.0038063750000000003,0.0,1.3524610576594476,1.3524610576594476
2017-04-28,0.004372791666666667,0.004372791666666667,0.0,1.3583750881018721,1.3583750881018721
2017-05-31,-0.00039695833333333954,-0.00039695833333333954,0.0,1.3578358697908577,1.3578358697908577
2017-06-30,0.012748812499999979,0.012748812499999979,0.0,1.3751466647005957,1.3751466647005957
2017-07-31,0.007103458333333331,0.007103458333333331,0.0,1.3849149617355188,1.3849149617355188
2017-08-31,-0.00034220833333336095,-0.00034220833333336095,0.0,1.384441032294655,1.384441032294655
2017-09-29,0.011180791666666669,0.011180791666666669,0.0,1.3999201790515263,1.3999201790515263
2017-10-31,0.005093187500000002,0.005093187500000002,0.0,1.4070502350084693,1.4070502350084693
2017-11-30,0.01250639583333333,0.01250639583333333,0.0,1.4246473622048699,1.4246473622048699
2017-12-29,0.010414125000000005,0.010414125000000005,0.0,1.4394838179157918,1.4394838179157918
2018-01-31,-0.02113720833333333,-0.02113720833333333,0.0,1.4090571485640437,1.4090571485640437
2018-02-28,-0.004812666666666669,-0.004812666666666669,0.0,1.4022758261937212,1.4022758261937212
2018-03-30,0.00042810416666666344,0.00042810416666666344,0.0,1.4028761463177306,1.4028761463177306
2018-04-30,0.012506604166666671,0.012506604166666671,0.0,1.4204213629745852,1.4204213629745852
2018-05-31,-0.008798333333333335,-0.008798333333333335,0.0,1.4079240223493472,1.4079240223493472
2018-06-29,0.0037897291666666704,0.0037897291666666704,0.0,1.4132596730812952,1.4132596730812952
2018-07-31,0.006672874999999979,0.006672874999999979,0.0,1.4226901782223076,1.4226901782223076
2018-08-31,0.0008776666666666609,0.0008776666666666609,0.0,1.4239388259687271,1.4239388259687271
2018-09-28,-0.028010874999999994,-0.028010874999999994,0.0,1.3840530535068705,1.3840530535068705
2018-10-31,0.006119395833333329,0.006119395833333329,0.0,1.3925226219956128,1.3925226219956128
2018-11-30,-0.02989889583333331,-0.02989889583333331,0.0,1.350887733175006,1.350887733175006
2018-12-31,0.04034308333333331,0.04034308333333331,0.0,1.4053867095684631,1.4053867095684631
2019-01-31,0.008761645833333316,0.008761645833333316,0.0,1.4177002101765757,1.4177002101765757
2019-02-28,0.016946875,0.016946875,0.0,1.4417257984259118,1.4417257984259118
2019-03-29,0.008036291666666666,0.008036291666666666,0.0,1.4533119274454205,1.4533119274454205
2019-04-30,-0.01324154166666667,-0.01324154166666667,0.0,1.4340678370034883,1.4340678370034883
2019-05-31,0.032601500000000005,0.032601500000000005,0.0,1.4808205995915573,1.4808205995915573
2019-06-28,0.002729854166666661,0.002729854166666661,0.0,1.4848630238754383,1.4848630238754383
2019-07-31,0.008557291666666671,0.008557291666666671,0.0,1.4975694298557891,1.4975694298557891
2019-08-30,0.0019230624999999736,0.0019230624999999736,0.0,1.500449349467491,1.500449349467491
2019-09-30,0.01109379166666664,0.01109379166666664,0.0,1.517095021956869,1.517095021956869
2019-10-31,0.0009677916666666716,0.0009677916666666716,0.0,1.5185632538766602,1.5185632538766602
2019-11-29,0.0175518333333333,0.0175518333333333,0.0,1.5452168230148278,1.5452168230148278
2019-12-31,-0.004096145833333332,-0.004096145833333332,0.0,1.538887389563639,1.538887389563639
2020-01-31,-0.022635583333333313,-0.022635583333333313,0.0,1.5040537758165555,1.5040537758165555
2020-02-28,-0.07070933333333333,-0.07070933333333333,0.0,1.397703136031084,1.397703136031084
2020-03-31,0.04170372916666667,0.04170372916666667,0.0,1.455992569071525,1.455992569071525
2020-04-30,0.025901062499999974,0.025901062499999974,0.0,1.4937043236025822,1.4937043236025822
2020-05-29,0.015231333333333333,0.015231333333333333,0.0,1.5164554320568144,1.5164554320568144
2020-06-30,0.038992562499999946,0.038992562499999946,0.0,1.5755859152697544,1.5755859152697544
2020-07-31,0.027316791666666666,0.027316791666666666,0.0,1.6186258674701124,1.6186258674701124
2020-08-31,-0.01833616666666667,-0.01833616666666667,0.0,1.5889464737932024,1.5889464737932024
2020-09-30,-0.007763374999999999,-0.007763374999999999,0.0,1.5766108864622181,1.5766108864622181
2020-10-30,0.04353227083333334,0.04353227083333334,0.0,1.6452443385704734,1.6452443385704734
2020-11-30,0.02138689583333334,0.02138689583333334,0.0,1.6804310078598617,1.6804310078598617
2020-12-31,-0.0024751250000000008,-0.0024751250000000008,0.0,1.6762717310615325,1.6762717310615325
2021-01-29,0.01140147916666664,0.01140147916666664,0.0,1.6953837082809027,1.6953837082809027
2021-02-26,-0.005911187499999996,-0.005911187499999996,0.0,1.685361977296809,1.685361977296809
2021-03-31,0.03939245833333333,0.03939245833333333,0.0,1.7517525287640578,1.7517525287640578
2021-04-30,0.011127979166666668,0.011127979166666668,0.0,1.7712459944093,1.7712459944093
2021-05-31,0.01726252083333333,0.01726252083333333,0.0,1.8018221652887485,1.8018221652887485
2021-06-30,0.01921270833333334,0.01921270833333334,0.0,1.8364400490189763,1.8364400490189763
2021-07-30,0.00416477083333331,0.00416477083333331,0.0,1.8440884009722955,1.8440884009722955
2021-08-31,-0.005615958333333313,-0.005615958333333313,0.0,1.8337320773494519,1.8337320773494519
2021-09-30,0.023283104166666645,0.023283104166666645,0.0,1.876427052320137,1.876427052320137
2021-10-29,-0.01759739583333333,-0.01759739583333333,0.0,1.8434068227280846,1.8434068227280846
2021-11-30,0.018401895833333334,0.018401895833333334,0.0,1.877329003058383,1.877329003058383
2021-12-31,-0.005010395833333329,-0.005010395833333329,0.0,1.8679228416436635,1.8679228416436635
2022-01-31,0.0019985208333333313,0.0019985208333333313,0.0,1.8716559243577475,1.8716559243577475
2022-02-28,0.013644708333333304,0.013644708333333304,0.0,1.8971941235459644,1.8971941235459644
2022-03-31,-0.03765266666666667,-0.03765266666666667,0.0,1.8257597056101293,1.8257597056101293
2022-04-29,0.008454791666666666,0.008454791666666666,0.0,1.8411961235544576,1.8411961235544576
2022-05-31,-0.058178479166666616,-0.058178479166666616,0.0,1.7340781332384971,1.7340781332384971
2022-06-30,0.049448937499999984,0.049448937499999984,0.0,1.8198264544691243,1.8198264544691243
2022-07-29,-0.029312312499999986,-0.029312312499999986,0.0,1.7664831327399584,1.7664831327399584
2022-08-31,-0.07021562499999999,-0.07021562499999999,0.0,1.6424484155226642,1.6424484155226642
2022-09-30,0.017720625000000014,0.017720625000000014,0.0,1.6715536279759853,1.6715536279759853
2022-10-31,0.04259829166666665,0.04259829166666665,0.0,1.7427589569569812,1.7427589569569812
2022-11-30,-0.027819624999999987,-0.027819624999999987,0.0,1.6942760563090469,1.6942760563090469
2022-12-30,0.031872624999999974,0.031872624999999974,0.0,1.7482770816982638,1.7482770816982638
2023-01-31,-0.03513677083333332,-0.03513677083333332,0.0,1.686848270525463,1.686848270525463
2023-02-28,0.024620916666666666,0.024620916666666666,0.0,1.7283800212233813,1.7283800212233813
2023-03-31,0.004431916666666688,0.004431916666666688,0.0,1.7360400574457748,1.7360400574457748
2023-04-28,-0.022185833333333283,-0.022185833333333283,0.0,1.6975245620712927,1.6975245620712927
2023-05-31,0.022801249999999974,0.022801249999999974,0.0,1.7362302439922206,1.7362302439922206
2023-06-30,0.021268937499999974,0.021268937499999974,0.0,1.7731580165373007,1.7731580165373007
2023-07-31,-0.011775625000000019,-0.011775625000000019,0.0,1.7522779726688136,1.7522779726688136
2023-08-31,-0.0306381458333333,-0.0306381458333333,0.0,1.6985914246016487,1.6985914246016487
2023-09-29,-0.01739568749999999,-0.01739568749999999,0.0,1.6690432589890987,1.6690432589890987
2023-10-31,0.04440485416666666,0.04440485416666666,0.0,1.7431568815023675,1.7431568815023675
2023-11-30,0.024544958333333304,0.024544958333333304,0.0,1.7859425945273062,1.7859425945273062
2023-12-29,0.0034330208333333587,0.0034330208333333587,0.0,1.7920737726614557,1.7920737726614557
2024-01-31,-0.0019094166666667042,-0.0019094166666667042,0.0,1.7886519571320398,1.7886519571320398
2024-02-29,0.02013533333333333,0.02013533333333333,0.0,1.8246670605062125,1.8246670605062125
2024-03-29,-0.020573812499999983,-0.020573812499999983,0.0,1.7871267025284316,1.7871267025284316
2024-04-30,0.024741083333333337,0.024741083333333337,0.0,1.8313421532029126,1.8313421532029126
2024-05-31,0.008533437499999996,0.008533437499999996,0.0,1.846969797008385,1.846969797008385
2024-06-28,0.006234979166666629,0.006234979166666629,0.0,1.8584856152141949,1.8584856152141949
2024-07-31,0.012207999999999988,0.012207999999999988,0.0,1.8811740076047299,1.8811740076047299
2024-08-30,0.023957583333333324,0.023957583333333324,0.0,1.926242390656421,1.926242390656421
2024-09-30,-0.02405518749999997,-0.02405518749999997,0.0,1.8799062687787325,1.8799062687787325
2024-10-31,0.021147708333333307,0.021147708333333307,0.0,1.91966197824487,1.91966197824487
2024-11-29,-0.017164187500000004,-0.017164187500000004,0.0,1.8867125401136542,1.8867125401136542
2024-12-31,0.0186595,0.0186595,0.0,1.921917652755905,1.921917652755905
2025-01-31,0.010638937500000044,0.010638937500000044,0.0,1.9423648145437218,1.9423648145437218
2025-02-28,-0.005280416666666679,-0.005280416666666679,0.0,1.9321083190042583,1.9321083190042583
2025-03-31,-0.013038895833333316,-0.013038895833333316,0.0,1.9069157598940452,1.9069157598940452
2025-04-30,0.008821187500000003,0.008821187500000003,0.0,1.9237370213587754,1.9237370213587754
2025-05-30,0.026740750000000008,0.026740750000000008,0.0,1.9751791921126753,1.9751791921126753
2025-06-30,0.001329083333333342,0.001329083333333342,0.0,1.977804369857259,1.977804369857259
2025-07-31,0.015265749999999998,0.015265749999999998,0.0,2.0079970369164073,2.0079970369164073
2025-08-29,0.01959379166666666,0.01959379166666666,0.0,2.0473413125250315,2.0473413125250315
2025-09-30,0.015424395833333332,0.015424395833333332,0.0,2.078920315335354,2.078920315335354
2025-10-31,0.011412604166666661,0.011412604166666661,0.0,2.1026462099883183,2.1026462099883183
2025-11-28,-0.004693416666666662,-0.004693416666666662,0.0,2.0927776152222557,2.0927776152222557
